epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,1570.9,0.02371,0.56729,0.46383,0.76235,0.38,0.46521,0.18163,0.04421,1.42843,0.75422,0.000314452,0.000314452,0.000314452
66,1594.64,0.02196,0.57015,0.44782,0.56319,0.42,0.40931,0.16083,0.04685,1.65051,0.79057,0.000312177,0.000312177,0.000312177
67,1618.37,0.02233,0.56186,0.44552,0.66391,0.42,0.4381,0.16877,0.04494,1.64233,0.78126,0.000309903,0.000309903,0.000309903
68,1641.99,0.02335,0.58124,0.45411,0.71681,0.36667,0.43477,0.16988,0.04533,1.68479,0.81441,0.000307629,0.000307629,0.000307629
69,1665.79,0.02297,0.58486,0.45214,0.65588,0.40667,0.45247,0.17109,0.04409,1.6385,0.76667,0.000305355,0.000305355,0.000305355
70,1689.61,0.02153,0.54279,0.45017,0.62009,0.43333,0.44317,0.17305,0.04541,1.55892,0.82207,0.000303081,0.000303081,0.000303081
71,1713.53,0.022,0.52117,0.4494,0.76933,0.40023,0.46133,0.17592,0.0453,1.61722,0.81675,0.000300806,0.000300806,0.000300806
72,1737.19,0.02191,0.54177,0.44957,0.64321,0.39663,0.46571,0.18597,0.04416,1.56262,0.77801,0.000298532,0.000298532,0.000298532
73,1761.14,0.02243,0.57498,0.44702,0.67837,0.40667,0.42768,0.16576,0.04562,1.66069,0.807,0.000296258,0.000296258,0.000296258
74,1784.96,0.02113,0.5294,0.44107,0.66987,0.40667,0.4447,0.17963,0.04497,1.54865,0.80829,0.000293984,0.000293984,0.000293984
75,1808.65,0.02134,0.52218,0.44198,0.59294,0.46667,0.44966,0.17142,0.04575,1.59996,0.81277,0.00029171,0.00029171,0.00029171
76,1832.48,0.02113,0.50785,0.44593,0.65083,0.40667,0.43796,0.16688,0.04816,1.52994,0.83736,0.000289435,0.000289435,0.000289435
77,1856.32,0.02179,0.52397,0.44659,0.63889,0.42667,0.45333,0.1715,0.04575,1.63505,0.80068,0.000287161,0.000287161,0.000287161
78,1880.09,0.02182,0.54643,0.44321,0.72057,0.39333,0.45105,0.17359,0.04505,1.60371,0.806,0.000284887,0.000284887,0.000284887
79,1903.95,0.02146,0.52126,0.43503,0.6588,0.42479,0.43688,0.17612,0.0441,1.48457,0.7807,0.000282613,0.000282613,0.000282613
80,1927.72,0.02099,0.51982,0.43818,0.67121,0.44667,0.4533,0.17029,0.04625,1.7011,0.80238,0.000280339,0.000280339,0.000280339
81,1951.49,0.02143,0.53211,0.44778,0.58558,0.43333,0.42803,0.16294,0.04777,1.61075,0.803,0.000278064,0.000278064,0.000278064
82,1975.22,0.02067,0.50891,0.43567,0.67745,0.38667,0.42507,0.16067,0.04656,1.50269,0.82097,0.00027579,0.00027579,0.00027579
83,1998.96,0.02172,0.51947,0.44419,0.7252,0.4,0.45533,0.17444,0.04429,1.56784,0.78748,0.000273516,0.000273516,0.000273516
84,2022.74,0.02009,0.4941,0.43368,0.68109,0.4,0.45694,0.1769,0.04636,1.62456,0.82568,0.000271242,0.000271242,0.000271242
85,2046.44,0.02145,0.50891,0.43662,0.70762,0.45333,0.47513,0.18704,0.04448,1.46361,0.77994,0.000268968,0.000268968,0.000268968
86,2070.31,0.02144,0.51045,0.45031,0.65161,0.37333,0.4214,0.1632,0.04574,1.52335,0.80081,0.000266694,0.000266694,0.000266694
87,2094.04,0.02058,0.50608,0.43616,0.66054,0.42,0.46443,0.18787,0.04485,1.55627,0.7995,0.000264419,0.000264419,0.000264419
88,2117.77,0.02084,0.48634,0.4427,0.65518,0.4307,0.46965,0.18461,0.04556,1.67072,0.81765,0.000262145,0.000262145,0.000262145
89,2141.41,0.02059,0.49634,0.44067,0.62314,0.39686,0.4427,0.17793,0.04613,1.61252,0.81784,0.000259871,0.000259871,0.000259871
90,2165.41,0.02116,0.54253,0.42806,0.65921,0.40667,0.43085,0.16713,0.04512,1.63809,0.80703,0.000257597,0.000257597,0.000257597
91,2189.01,0.02097,0.50452,0.43454,0.69181,0.42,0.45344,0.16976,0.04747,1.77032,0.83632,0.000255323,0.000255323,0.000255323
92,2212.87,0.02024,0.49814,0.42876,0.65803,0.42667,0.4455,0.16165,0.04766,1.5689,0.84469,0.000253048,0.000253048,0.000253048
93,2236.62,0.02003,0.47821,0.43228,0.62306,0.45333,0.44408,0.16458,0.04577,1.6601,0.82,0.000250774,0.000250774,0.000250774
94,2260.48,0.02036,0.48887,0.43254,0.65453,0.4421,0.46694,0.17889,0.04593,1.70747,0.83876,0.0002485,0.0002485,0.0002485
95,2284.28,0.01985,0.48964,0.43231,0.67323,0.44667,0.46115,0.16534,0.04549,1.48973,0.80729,0.000246226,0.000246226,0.000246226
96,2308.09,0.01988,0.48278,0.43269,0.67834,0.38667,0.44819,0.18364,0.04533,1.45692,0.82341,0.000243952,0.000243952,0.000243952
97,2331.97,0.01967,0.47447,0.43298,0.72846,0.41136,0.44954,0.18265,0.04482,1.59961,0.80256,0.000241677,0.000241677,0.000241677
98,2355.8,0.01936,0.48136,0.42496,0.74538,0.42667,0.46335,0.18435,0.04628,1.56685,0.82457,0.000239403,0.000239403,0.000239403
99,2379.54,0.01934,0.4801,0.42785,0.77812,0.44,0.48048,0.18752,0.04501,1.46964,0.82078,0.000237129,0.000237129,0.000237129
100,2403.59,0.02036,0.47962,0.4284,0.72712,0.47333,0.49571,0.18124,0.0454,1.47626,0.83346,0.000234855,0.000234855,0.000234855
101,2427.28,0.01997,0.47248,0.43998,0.64377,0.42667,0.45902,0.17825,0.04438,1.61153,0.8114,0.000232581,0.000232581,0.000232581
102,2450.98,0.01886,0.47032,0.42613,0.65,0.40667,0.44108,0.1756,0.04649,1.58152,0.85588,0.000230306,0.000230306,0.000230306
103,2474.71,0.01908,0.4548,0.42499,0.66644,0.40667,0.44898,0.17172,0.04612,1.58794,0.83934,0.000228032,0.000228032,0.000228032
104,2498.46,0.01875,0.43833,0.42223,0.64105,0.46667,0.47151,0.18645,0.04657,1.56999,0.84289,0.000225758,0.000225758,0.000225758
105,2522.23,0.01896,0.46286,0.41983,0.67031,0.46,0.4673,0.17791,0.04539,1.53221,0.8229,0.000223484,0.000223484,0.000223484
106,2545.92,0.01834,0.46783,0.41482,0.72342,0.41333,0.46236,0.18048,0.04654,1.56917,0.83207,0.00022121,0.00022121,0.00022121
107,2569.69,0.01897,0.46448,0.42432,0.57599,0.44667,0.45509,0.18147,0.0466,1.61974,0.81981,0.000218935,0.000218935,0.000218935
108,2593.53,0.0184,0.43441,0.42055,0.75656,0.4,0.46393,0.18761,0.04648,1.56058,0.81897,0.000216661,0.000216661,0.000216661
109,2617.34,0.01976,0.4696,0.42881,0.69038,0.42,0.45973,0.17344,0.04526,1.60192,0.82178,0.000214387,0.000214387,0.000214387
110,2641.05,0.01865,0.46019,0.4188,0.61909,0.44,0.46043,0.17488,0.04573,1.59119,0.8294,0.000212113,0.000212113,0.000212113
111,2664.76,0.01904,0.46604,0.42436,0.67041,0.42,0.43633,0.17646,0.04578,1.60485,0.83072,0.000209839,0.000209839,0.000209839
112,2688.65,0.01817,0.43828,0.4262,0.63321,0.44,0.46513,0.1813,0.04529,1.58841,0.81857,0.000207564,0.000207564,0.000207564
113,2712.39,0.01945,0.46033,0.42709,0.66514,0.437,0.44575,0.17583,0.04536,1.50678,0.81816,0.00020529,0.00020529,0.00020529
114,2736.22,0.01822,0.4406,0.42005,0.6476,0.42,0.43695,0.17847,0.04589,1.48778,0.83984,0.000203016,0.000203016,0.000203016
115,2759.93,0.01832,0.46428,0.41623,0.59708,0.44667,0.45407,0.18477,0.04668,1.5326,0.85158,0.000200742,0.000200742,0.000200742
116,2783.78,0.01802,0.42175,0.41574,0.56234,0.46667,0.45913,0.17325,0.04676,1.53165,0.87304,0.000198468,0.000198468,0.000198468
117,2807.43,0.01849,0.44796,0.41822,0.61344,0.49333,0.49066,0.18427,0.04639,1.54578,0.84166,0.000196193,0.000196193,0.000196193
118,2831.24,0.01859,0.43362,0.42378,0.66501,0.46322,0.50215,0.18693,0.047,1.62996,0.85545,0.000193919,0.000193919,0.000193919
119,2854.95,0.01842,0.43393,0.42596,0.64141,0.47333,0.48088,0.1783,0.04646,1.51792,0.86076,0.000191645,0.000191645,0.000191645
120,2878.69,0.01913,0.44625,0.4278,0.60456,0.44,0.44581,0.17574,0.047,1.46591,0.84766,0.000189371,0.000189371,0.000189371
121,2902.33,0.01829,0.44187,0.4144,0.69034,0.42,0.45501,0.18462,0.04506,1.5088,0.838,0.000187097,0.000187097,0.000187097
122,2926.26,0.01826,0.42913,0.42026,0.64545,0.4612,0.45694,0.17653,0.04637,1.50291,0.84967,0.000184823,0.000184823,0.000184823
123,2949.89,0.01772,0.41465,0.41757,0.60569,0.43333,0.44414,0.17171,0.04715,1.45252,0.86268,0.000182548,0.000182548,0.000182548
124,2973.7,0.01903,0.43739,0.42325,0.67631,0.45333,0.4546,0.17864,0.04583,1.47197,0.84027,0.000180274,0.000180274,0.000180274
125,2997.41,0.01784,0.43,0.41586,0.66085,0.45333,0.46045,0.1781,0.04608,1.57469,0.84142,0.000178,0.000178,0.000178
126,3021.11,0.01934,0.44138,0.42345,0.61477,0.47333,0.47651,0.17823,0.04676,1.47692,0.86053,0.000175726,0.000175726,0.000175726
127,3044.9,0.0184,0.43745,0.42225,0.63088,0.47856,0.48585,0.18845,0.04596,1.51937,0.84688,0.000173452,0.000173452,0.000173452
128,3068.67,0.01764,0.42811,0.41219,0.70774,0.45205,0.4931,0.18809,0.04631,1.56751,0.83633,0.000171177,0.000171177,0.000171177
129,3092.39,0.0184,0.43311,0.4204,0.6858,0.44667,0.49454,0.19356,0.04704,1.60416,0.86349,0.000168903,0.000168903,0.000168903
130,3116.3,0.01764,0.43779,0.42461,0.64315,0.46,0.47681,0.19406,0.04615,1.53449,0.84072,0.000166629,0.000166629,0.000166629
131,3139.97,0.01758,0.42552,0.4166,0.63646,0.46667,0.47301,0.18473,0.04639,1.55302,0.84651,0.000164355,0.000164355,0.000164355
132,3163.7,0.01773,0.41333,0.41721,0.61607,0.46,0.48534,0.19634,0.04669,1.54818,0.87576,0.000162081,0.000162081,0.000162081
133,3187.61,0.01788,0.43412,0.41163,0.59597,0.4622,0.47644,0.19153,0.04648,1.54479,0.87107,0.000159806,0.000159806,0.000159806
134,3211.49,0.01737,0.41188,0.41055,0.62993,0.50667,0.48742,0.18629,0.04642,1.504,0.87264,0.000157532,0.000157532,0.000157532
135,3235.1,0.01775,0.41698,0.41314,0.67899,0.48,0.49068,0.18337,0.04629,1.49072,0.86815,0.000155258,0.000155258,0.000155258
136,3258.76,0.01673,0.39547,0.4142,0.58969,0.46949,0.47594,0.1889,0.04672,1.56617,0.88147,0.000152984,0.000152984,0.000152984
137,3282.51,0.01738,0.41769,0.41402,0.70896,0.45333,0.49216,0.19172,0.04654,1.51677,0.86709,0.00015071,0.00015071,0.00015071
138,3306.27,0.01576,0.37668,0.40306,0.62175,0.49333,0.49892,0.19702,0.04632,1.47366,0.88026,0.000148435,0.000148435,0.000148435
139,3330.07,0.01739,0.42396,0.41149,0.66396,0.44667,0.47753,0.18097,0.04605,1.5215,0.87686,0.000146161,0.000146161,0.000146161
140,3353.72,0.01667,0.41577,0.4111,0.63998,0.46667,0.48023,0.18313,0.04552,1.58135,0.85874,0.000143887,0.000143887,0.000143887
141,3377.43,0.01666,0.40839,0.40694,0.64826,0.49149,0.48789,0.18913,0.04496,1.55308,0.84145,0.000141613,0.000141613,0.000141613
142,3401.05,0.0166,0.38846,0.40758,0.60517,0.44,0.45404,0.18911,0.04636,1.64304,0.8563,0.000139339,0.000139339,0.000139339
143,3424.65,0.01735,0.43129,0.41902,0.63093,0.43333,0.46562,0.18653,0.04618,1.5798,0.86006,0.000137064,0.000137064,0.000137064
144,3448.52,0.01663,0.39381,0.40698,0.63998,0.44667,0.45805,0.18475,0.04504,1.5915,0.86361,0.00013479,0.00013479,0.00013479
145,3472.31,0.01672,0.39187,0.40535,0.65797,0.44667,0.46898,0.18414,0.04542,1.6482,0.85825,0.000132516,0.000132516,0.000132516
146,3496.01,0.01678,0.39268,0.41314,0.71129,0.41333,0.45884,0.18842,0.04644,1.59021,0.86834,0.000130242,0.000130242,0.000130242
147,3519.58,0.01685,0.40925,0.41196,0.65681,0.42667,0.45588,0.19256,0.04584,1.65982,0.87097,0.000127968,0.000127968,0.000127968
148,3543.35,0.01663,0.39722,0.40528,0.63241,0.44667,0.45229,0.19026,0.04536,1.61273,0.86251,0.000125693,0.000125693,0.000125693
149,3567.11,0.01673,0.40278,0.40953,0.6713,0.43333,0.46768,0.19274,0.04518,1.61265,0.85567,0.000123419,0.000123419,0.000123419
150,3590.7,0.01707,0.40167,0.40963,0.69445,0.44,0.46066,0.18176,0.04556,1.57154,0.86753,0.000121145,0.000121145,0.000121145
151,3614.38,0.01717,0.40829,0.40919,0.72653,0.43333,0.47093,0.18687,0.04648,1.5482,0.88094,0.000118871,0.000118871,0.000118871
152,3638.15,0.01598,0.39975,0.40183,0.68619,0.44667,0.4666,0.18224,0.0466,1.54203,0.88519,0.000116597,0.000116597,0.000116597
153,3662.03,0.01716,0.41047,0.40321,0.7464,0.42667,0.47565,0.18732,0.04575,1.50186,0.8557,0.000114323,0.000114323,0.000114323
154,3685.71,0.01635,0.40616,0.40505,0.72691,0.44,0.48651,0.18865,0.04574,1.50493,0.85531,0.000112048,0.000112048,0.000112048
155,3709.38,0.01664,0.39744,0.40135,0.6968,0.44667,0.47934,0.191,0.04647,1.49322,0.8663,0.000109774,0.000109774,0.000109774
156,3733.06,0.01563,0.38109,0.39817,0.62828,0.46667,0.47669,0.19022,0.04652,1.50303,0.8719,0.0001075,0.0001075,0.0001075
157,3757.1,0.01694,0.39159,0.41467,0.67869,0.46,0.47184,0.18315,0.04622,1.51338,0.86489,0.000105226,0.000105226,0.000105226
158,3780.82,0.01612,0.36874,0.39869,0.67516,0.44667,0.48068,0.19202,0.04636,1.52577,0.8724,0.000102952,0.000102952,0.000102952
159,3804.45,0.01618,0.38939,0.40275,0.63336,0.44667,0.47466,0.19329,0.04662,1.51997,0.87423,0.000100677,0.000100677,0.000100677
160,3828.06,0.01604,0.38276,0.40669,0.73281,0.4,0.46384,0.18841,0.04664,1.53004,0.88336,9.84032e-05,9.84032e-05,9.84032e-05
161,3851.72,0.01614,0.38905,0.4037,0.68466,0.42,0.46269,0.18995,0.0465,1.51347,0.88815,9.6129e-05,9.6129e-05,9.6129e-05
162,3875.39,0.01653,0.38047,0.41035,0.71065,0.4,0.46202,0.19186,0.0459,1.51872,0.87868,9.38548e-05,9.38548e-05,9.38548e-05
163,3899.08,0.01632,0.39172,0.39946,0.69654,0.44,0.46642,0.19116,0.04604,1.52869,0.87794,9.15806e-05,9.15806e-05,9.15806e-05
164,3922.7,0.01609,0.38124,0.402,0.68041,0.43333,0.46933,0.19181,0.04621,1.49089,0.88583,8.93064e-05,8.93064e-05,8.93064e-05
165,3946.52,0.01539,0.36935,0.40113,0.66795,0.44667,0.47433,0.19161,0.04652,1.48406,0.8889,8.70322e-05,8.70322e-05,8.70322e-05
166,3970.23,0.01571,0.38937,0.40478,0.71869,0.46,0.49412,0.19685,0.04614,1.46769,0.88072,8.4758e-05,8.4758e-05,8.4758e-05
167,3993.98,0.01617,0.38064,0.40522,0.75456,0.44,0.49999,0.19972,0.04618,1.42569,0.89062,8.24838e-05,8.24838e-05,8.24838e-05
168,4017.78,0.01567,0.37287,0.40001,0.75759,0.44667,0.50276,0.19915,0.04572,1.3909,0.8916,8.02096e-05,8.02096e-05,8.02096e-05
169,4041.41,0.01624,0.37784,0.40389,0.75152,0.44667,0.49772,0.19468,0.04624,1.43048,0.90055,7.79354e-05,7.79354e-05,7.79354e-05
170,4065.1,0.0151,0.36503,0.397,0.75691,0.44,0.49068,0.19934,0.0461,1.46885,0.89032,7.56612e-05,7.56612e-05,7.56612e-05
171,4088.79,0.01566,0.3702,0.40191,0.74318,0.42443,0.48093,0.19403,0.0465,1.46309,0.89386,7.3387e-05,7.3387e-05,7.3387e-05
172,4112.37,0.01551,0.36991,0.40352,0.75882,0.43333,0.49766,0.19661,0.04651,1.43758,0.89607,7.11128e-05,7.11128e-05,7.11128e-05
173,4136.06,0.01517,0.36645,0.39979,0.76568,0.44,0.49241,0.1952,0.04621,1.44149,0.89032,6.88386e-05,6.88386e-05,6.88386e-05
174,4159.71,0.01562,0.37864,0.39834,0.74185,0.43333,0.48162,0.19062,0.04639,1.45845,0.88827,6.65644e-05,6.65644e-05,6.65644e-05
175,4183.24,0.01571,0.37177,0.41095,0.57741,0.48,0.48048,0.1974,0.04632,1.46866,0.88823,6.42902e-05,6.42902e-05,6.42902e-05
176,4206.98,0.01545,0.36806,0.4057,0.59375,0.47333,0.48137,0.1972,0.04612,1.47737,0.88303,6.20161e-05,6.20161e-05,6.20161e-05
177,4230.65,0.01573,0.38925,0.3992,0.60236,0.46,0.48365,0.1935,0.04591,1.45693,0.88237,5.97419e-05,5.97419e-05,5.97419e-05
178,4254.29,0.01451,0.3456,0.39754,0.71055,0.42552,0.48397,0.19651,0.04595,1.4799,0.87929,5.74677e-05,5.74677e-05,5.74677e-05
179,4277.99,0.01473,0.35402,0.39536,0.70013,0.43333,0.48931,0.19585,0.04593,1.47813,0.88275,5.51935e-05,5.51935e-05,5.51935e-05
180,4301.71,0.01476,0.34734,0.39752,0.69884,0.44667,0.48647,0.19585,0.04613,1.49051,0.88553,5.29193e-05,5.29193e-05,5.29193e-05
181,4325.38,0.01543,0.36643,0.39594,0.69207,0.44667,0.49251,0.19979,0.04631,1.51655,0.88964,5.06451e-05,5.06451e-05,5.06451e-05
182,4349.21,0.01513,0.36769,0.40458,0.67047,0.44762,0.48923,0.19813,0.04647,1.50162,0.88926,4.83709e-05,4.83709e-05,4.83709e-05
183,4372.91,0.01492,0.35451,0.39781,0.6728,0.44,0.48249,0.1964,0.04643,1.4921,0.89189,4.60967e-05,4.60967e-05,4.60967e-05
